NAME,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,ISO3
Cañadón de Profundidad,Provincial Park,National,II,Not Applicable,Designated,1991,Sub-national ministry or agency,ARG
Fachinal,Provincial Park,National,II,Not Applicable,Designated,1996,Sub-national ministry or agency,ARG
Rincon Nazari,Urban Nature Reserve,National,VI,Not Applicable,Designated,2003,Not Reported,ARG
Tupa Poja - Lote 71 A,Private Reserve,National,VI,Not Applicable,Designated,2006,Not Reported,ARG
Los Andes,Nature Wildlife Reserve,National,VI,Not Applicable,Designated,1980,Sub-national ministry or agency,ARG
Domuyo,Protected Nature Area,National,VI,Not Applicable,Designated,1989,Sub-national ministry or agency,ARG
Cerro Aconcagua,Provincial Park,National,II,Not Applicable,Designated,1983,Sub-national ministry or agency,ARG
Laguna del Diamante,Nature Reserve,National,II,Not Applicable,Designated,1994,Sub-national ministry or agency,ARG
Cordon del Plata,Provincial Park,National,II,Not Applicable,Designated,2011,Not Reported,ARG
Embalse Casa de Piedra,Nature Reserve,National,VI,Not Applicable,Designated,1993,Sub-national ministry or agency,ARG
Volcán Tupungato,Provincial Park,National,II,Not Applicable,Designated,1985,Sub-national ministry or agency,ARG
Castillos de Pincheira,Protected Landscape Reserve,National,V,Not Applicable,Designated,1999,Not Reported,ARG
Caverna de las Brujas,Nature Reserve,National,IV,Not Applicable,Designated,1990,Sub-national ministry or agency,ARG
Los Morrillos,Wildlife Refuge,National,Ia,Not Applicable,Designated,1993,Not Reported,ARG
Puente del Inca,Nature Monument,National,III,Not Applicable,Designated,1991,Not Reported,ARG
Centro Biologico Pilaga - Zoo,Provincial Reserve,National,VI,Not Applicable,Designated,1969,Not Reported,ARG
Laguna Hu,Hunting Reserve,National,VI,Not Applicable,Designated,1970,Sub-national ministry or agency,ARG
El Bagual,Private Reserve,National,Ia,Not Applicable,Designated,1985,Not Reported,ARG
Agua Dulce,Hunting Reserve,National,VI,Not Applicable,Designated,1970,Not Reported,ARG
Pampa del Indio,Nature Park,National,II,Not Applicable,Designated,1957,Sub-national ministry or agency,ARG
Divisadero Largo,Nature Reserve,National,Ia,Not Applicable,Designated,1983,Sub-national ministry or agency,ARG
Laguna La Salina,Nature Reserve,National,VI,Not Applicable,Designated,1999,Not Reported,ARG
Ñancuñan,Ecological and Forest Reserve,National,VI,Not Applicable,Designated,1961,Sub-national ministry or agency,ARG
Telteca,Cultural and Nature Reserve,National,VI,Not Applicable,Designated,1985,Sub-national ministry or agency,ARG
Lote 11 Ñacuñan,Forest Reserve,National,Not Reported,Not Applicable,Designated,1961,Not Reported,ARG
Lote 9 Ñacuñan,Forest Reserve,National,Not Reported,Not Applicable,Designated,1961,Not Reported,ARG
Sierra Pintada,Multiple Use Reserve,National,VI,Not Applicable,Designated,1996,Not Reported,ARG
Presidente Sarmiento,Provincial Park,National,II,Not Applicable,Designated,2005,Not Reported,ARG
Afloramiento Limoso,Protected Landscape,National,V,Not Applicable,Designated,2002,Not Reported,ARG
Loma de las Tapias,Nature Park,National,V,Not Applicable,Designated,2002,Not Reported,ARG
El Mangrullo,Multiple Use Reserve,National,VI,Not Applicable,Designated,1996,Sub-national ministry or agency,ARG
Puerto Lobos,Protected Landscape,National,V,Not Applicable,Designated,1998,Sub-national ministry or agency,ARG
Punta Loma,Tourist Nature Reserve,National,IV,Not Applicable,Designated,1967,Sub-national ministry or agency,ARG
Punta León,Tourist Nature Reserve,National,Not Reported,Not Applicable,Designated,1985,Sub-national ministry or agency,ARG
La Humada,Nature Reserve,National,VI,Not Applicable,Designated,1974,Sub-national ministry or agency,ARG
Valle Cretacico,Protected Landscape,National,V,Not Applicable,Designated,1993,Not Reported,ARG
Bosque Petrificado Valcheta,Nature Monument,National,VI,Not Applicable,Designated,2002,Not Reported,ARG
Bahía de San Antonio,Protected Landscape,National,V,Not Applicable,Designated,1993,Sub-national ministry or agency,ARG
Caleta de los Loros,Multiple Use Reserve,National,VI,Not Applicable,Designated,1984,Sub-national ministry or agency,ARG
Complejo Islote Lobos,Scientific Nature Reserve,National,VI,Not Applicable,Designated,1977,Sub-national ministry or agency,ARG
Punta Bermeja,Protected Nature Area,National,Not Reported,Not Applicable,Designated,1971,Sub-national ministry or agency,ARG
Lotes 1703-1704-4325-4326-4336-19866,Multiple Use Reserve,National,VI,Not Applicable,Designated,2004,Not Reported,ARG
Acambuco,Flora and Fauna Reserve,National,VI,Not Applicable,Designated,2004,Sub-national ministry or agency,ARG
Fracciones 50 y 51 del Lote Fiscal 3,Multiple Use Nature Reserve,National,VI,Not Applicable,Designated,2002,Not Reported,ARG
Restinga del Faro,Provincial Nature Reserve,National,IV,Not Applicable,Designated,2011,Sub-national ministry or agency,ARG
Islote de la Gaviota Cangrejera,Integral Nature Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,ARG
Parque Nacional Laguna Blanca,"Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,Designated,1992,Not Reported,ARG
Península de Magallanes,Provincial Reserve and Park,National,VI,Not Applicable,Designated,1993,Sub-national ministry or agency,ARG
Bañados del Río Dulce y Laguna de Mar Chiquita,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vi) (vii) (viii),Designated,2002,Not Reported,ARG
Zanjon de Loreto,Urban Multiple Use Nature Reserve,National,VI,Not Applicable,Designated,2013,Not Reported,ARG
San Guillermo,Provincial Park,National,II,Not Applicable,Designated,1972,Not Reported,ARG
Luís Honorio Rolón,Municipal Nature Park,National,VI,Not Applicable,Designated,1996,Not Reported,ARG
Alejandro Orloff  Saltitos,Multiple Use Reserve,National,VI,Not Applicable,Designated,1997,Sub-national ministry or agency,ARG
Urugua-í,Provincial Park,National,II,Not Applicable,Designated,1988,Sub-national ministry or agency,ARG
Ing. Barney,Private Reserve,National,VI,Not Applicable,Designated,2000,Not Reported,ARG
Julian Freaza,Private Reserve,National,VI,Not Applicable,Designated,2003,Not Reported,ARG
Isla Monte Leon,Provincial Reserve,National,VI,Not Applicable,Designated,1986,Not Reported,ARG
Isla Leones,Limited Use Area Under Special Protection,National,VI,Not Applicable,Designated,1991,Sub-national ministry or agency,ARG
Laguna Brava,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv),Designated,2003,Not Reported,ARG
Humedales Chaco,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (viii),Designated,2004,Not Reported,ARG
Bosques Protectores,Reserva Pública,National,VI,Not Applicable,Designated,1967,Federal or national ministry or agency,ARG
Finca Las Costas,Multiple Use Nature Reserve,National,VI,Not Applicable,Designated,1995,Not Reported,ARG
Quebrada de Cafayate,Managed Nature Reserve,National,VI,Not Applicable,Designated,1995,Not Reported,ARG
Angastaco,Nature Monument,National,III,Not Applicable,Designated,1995,Not Reported,ARG
Lago Urugua-i,Protected Landscape,National,V,Not Applicable,Designated,1996,Sub-national ministry or agency,ARG
Del Medio - Los Caballos,Provincial Nature Park,National,II,Not Applicable,Designated,1970,Sub-national ministry or agency,ARG
Cayastá,Provincial Nature Park,National,II,Not Applicable,Designated,1970,Sub-national ministry or agency,ARG
Inversora Juramento,Private Reserve,National,VI,Not Applicable,Designated,2015,Not Reported,ARG
Dragones,Private Reserve,National,VI,Not Applicable,Designated,2004,Not Reported,ARG
Garrapata,Private Nature Reserve,National,VI,Not Applicable,Designated,2015,Not Reported,ARG
Palmar Yatay,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii) (iii) (iv) (vii),Designated,2011,Not Reported,ARG
Arroyo Sauce-Pavón,Natural Water Reserve,National,Not Reported,Not Applicable,Designated,0,Not Reported,ARG
Federico Wildermuth,Private Multiple Use Reserve,National,VI,Not Applicable,Designated,2014,Not Reported,ARG
Isleta Linda,Private Multiple Use Reserve,National,VI,Not Applicable,Designated,2010,Not Reported,ARG
Potrero 7b,Nature Reserve,National,IV,Not Applicable,Designated,1992,Not Reported,ARG
Arroyo Saladillo,Reserva Hídrica Natural,National,VI,Not Applicable,Designated,2015,Not Reported,ARG
Estancia Santa Catalina,Private Multiple Use Reserve,National,VI,Not Applicable,Designated,2014,Not Reported,ARG
Santa Fe la Vieja,Archaeological Park,National,VI,Not Applicable,Designated,1970,Not Reported,ARG
San Justo,Municipal Reserve,National,II,Not Applicable,Designated,1991,Not Reported,ARG
Granja Esperanza,University Resource Reserve,National,VI,Not Applicable,Designated,1979,Not Reported,ARG
Manzano Historico,Protected Nature and Cultural and Landscape Reserve,National,V,Not Applicable,Designated,1995,Not Reported,ARG
Cuartel Victoria,Multiple Use Reserve,National,VI,Not Applicable,Designated,1992,Not Reported,ARG
Lapacho Cué,Private Wildlife Refuge,National,VI,Not Applicable,Designated,1991,Not Reported,ARG
Laguna Brava,Provincial Nature Reserve,National,VI,Not Applicable,Designated,2012,Not Reported,ARG
Isla Martin Garcia,Multiple Use Nature Reserve,National,VI,Not Applicable,Designated,1969,Sub-national ministry or agency,ARG
Laguna de los Pozuelos,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vi),Designated,1992,Not Reported,ARG
Humedales de Península Valdés,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii) (iv) (v) (vi),Designated,2012,Not Reported,ARG
Parque Nacional Rio Pilcomayo,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iv),Designated,1992,Not Reported,ARG
Reserva Costa Atlantica de Tierra del Fuego,"Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,Designated,1995,Not Reported,ARG
Reserva Provincial Laguna de Llancanelo,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (iv) (v),Designated,1995,Not Reported,ARG
Humedal Laguna Melincué,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii) (iv) (v) (vi),Designated,2008,Not Reported,ARG
Lagunas Altoandinas y Puneñas de Catamarca,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vi),Designated,2009,Not Reported,ARG
Delta del Paraná,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (vii) (viii),Designated,2015,Not Reported,ARG
Bahía de Samborombón,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (v),Designated,1997,Not Reported,ARG
"Lagunas de Guanacache, Desaguadero y del Bebedero","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (v) (vii),Designated,1999,Not Reported,ARG
Lagunas de Vilama,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (vi),Designated,2000,Not Reported,ARG
Jaaukanigás,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (v) (viii),Designated,2001,Not Reported,ARG
Lagunas y Esteros del Iberá,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (vii),Designated,2002,Not Reported,ARG
Costanera Sur,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii) (iii),Designated,2005,Not Reported,ARG
Parque Provincial El Tromen,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (ix),Designated,2006,Not Reported,ARG
Reserva Natural Otamendi,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv),Designated,2008,Not Reported,ARG
Glaciar Vinciguerra y Turberas Asociadas,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii),Designated,2009,Not Reported,ARG
Reserva Natural Villavicencio,"Ramsar Site, Wetland of International Importance",International,V,"(ii) (iii) 
",Designated,2017,Not Reported,ARG
Ñochilei-co,Nature Reserve,National,VI,Not Applicable,Designated,2013,Not Reported,ARG
Salitral Encantado,Nature Reserve,National,VI,Not Applicable,Designated,2017,Not Reported,ARG
Serranias de Zapla,Multiple Use Municipal Ecological Reserve,National,VI,Not Applicable,Designated,2003,Not Reported,ARG
Laguna del Atuel,Natural Water Reserve,National,VI,Not Applicable,Designated,2017,Not Reported,ARG
Laguna de los Pozuelos - Zona de amortiguamiento,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1990,Not Reported,ARG
Laguna de los Pozuelos - Zona núcleo,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1990,Not Reported,ARG
Iguazu National Park,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(x),Inscribed,1984,Not Reported,ARG
Ischigualasto / Talampaya Natural Parks,World Heritage Site (natural or mixed),International,Not Applicable,(viii),Inscribed,2000,Not Reported,ARG
Los Glaciares National Park,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(viii),Inscribed,1981,Not Reported,ARG
Península Valdés,World Heritage Site (natural or mixed),International,Not Applicable,(x),Inscribed,1999,Not Reported,ARG
Aconquija,National Park,National,II,Not Applicable,Designated,2018,Federal or national ministry or agency,ARG
Iberá - Núcleo Cambyretá,National Park,National,II,Not Applicable,Proposed,0,Federal or national ministry or agency,ARG
Iberá -Núcleo Rincón del Socorro/Iberá,National Park,National,II,Not Applicable,Proposed,0,Federal or national ministry or agency,ARG
Iberá - Núcleo San Nicolás/San Alonso,National Park,National,II,Not Applicable,Proposed,0,Federal or national ministry or agency,ARG
Iberá - Núcleo Carambola,National Park,National,II,Not Applicable,Proposed,0,Federal or national ministry or agency,ARG
Muela del Diablo,Natural Monument,National,Not Reported,Not Applicable,Designated,0,Sub-national ministry or agency,BOL
Tunari,National Park,National,Not Reported,Not Applicable,Designated,1962,Federal or national ministry or agency,BOL
Madidi,Natural Integrated Management Area,National,Not Reported,Not Applicable,Designated,1995,Federal or national ministry or agency,BOL
Apolobamba,National Natural Integrated Management Area,National,Not Reported,Not Applicable,Designated,1972,Federal or national ministry or agency,BOL
Manuripi,National Wildlife Reserve,National,Not Reported,Not Applicable,Designated,1973,Federal or national ministry or agency,BOL
Ríos Blanco y Negro,Wildlife Reserve,National,Not Reported,Not Applicable,Designated,1990,Sub-national ministry or agency,BOL
Estancias Elsner Espírir,Wildlife Refuge,National,IV,Not Applicable,Designated,1978,Not Reported,BOL
Tuni Condoriri,National Park,National,Not Reported,Not Applicable,Designated,1942,Sub-national ministry or agency,BOL
